,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,material,plan_date,element,data_element_planif,message,needs,qte_available,date_reordo,supplier,customer,product_id,planning_approval_id,element_stock_stkcli,plan_date_week,plan_date_month,plan_date_year,plan_date_year_week,plan_date_year_month
769,237133,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511720,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
772,237136,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511721,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
775,237139,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511724,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
778,237142,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511725,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
781,237145,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511727,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
784,237148,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511728,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
787,237151,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511729,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
790,237154,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511732,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
793,237157,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511734,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
796,237160,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511736,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
799,237163,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511737,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
802,237166,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511740,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
805,237169,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511742,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
808,237172,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511746,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
811,237175,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511747,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
814,237178,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511750,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
817,237181,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511753,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
820,237184,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511754,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
823,237187,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511755,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
826,237190,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511756,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
829,237193,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511757,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
832,237196,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511759,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
835,237199,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511760,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
838,237202,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511765,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
841,237205,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511766,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
844,237208,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511767,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
847,237211,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511769,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
850,237214,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511770,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
853,237217,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511772,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
856,237220,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511773,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
859,237223,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511777,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
862,237226,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511778,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
865,237229,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511781,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
868,237232,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511783,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
871,237235,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511784,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
874,237238,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511785,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
877,237241,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511788,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
880,237244,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511790,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
883,237247,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511791,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
886,237250,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511792,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
889,237253,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511793,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
892,237256,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511796,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
895,237259,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511803,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
898,237262,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511804,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
901,237265,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511805,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
904,237268,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511806,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
907,237271,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511810,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
910,237274,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511811,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
913,237277,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511813,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
916,237280,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511814,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
919,237283,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511815,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
922,237286,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511816,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
925,237289,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511820,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
928,237292,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511821,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
931,237295,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511822,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
934,237298,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511823,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
937,237301,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511825,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
940,237304,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511827,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
943,237307,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511830,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
946,237310,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511832,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
949,237313,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511833,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
952,237316,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511834,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
955,237319,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511835,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
958,237322,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511836,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
961,237325,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511837,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
964,237328,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511838,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
967,237331,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511839,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
970,237334,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511842,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
973,237337,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511845,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
976,237340,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511846,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
979,237343,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511848,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
982,237346,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511852,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
985,237349,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511853,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
988,237352,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511854,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
991,237355,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511855,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
994,237358,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511856,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
997,237361,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511857,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1000,237364,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511858,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1003,237367,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511859,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1006,237370,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511860,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1009,237373,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511862,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1012,237376,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511863,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1015,237379,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511864,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1018,237382,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511865,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1021,237385,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511866,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1024,237388,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511867,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1027,237391,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511869,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1030,237394,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511870,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
1033,237397,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,Marwa,False,Marwa,2023-01-18 11:12:42.275375,2023-01-18 11:12:42.275375,Marwa,IS0023355M,2022-06-09,StkCli,A310511871,,0.0,0.0,,,C57600,25,144,true,23,6,2022,2022-W23,2022-M6
