,division,profit_centre,order,material,designation,order_type,order_quantity,date_start_plan,date_end_plan,fixation,date_reordo,message,order_stat,customer_order,date_end_real,AllocatedTime,Leadtime,workstation,Allocated_Time_On_Workstation,Smooth_Family,Ranking,Freeze_end_date,Remain_to_do,closed
228,2110,105,6051389,IS0023355M,105A-93VU,YP04,1,2022-05-11,2022-05-13,None,,,TCLO ARTM IMPR LIVR CCRP CAPC MMEf RIMP,A310511165,2022-05-13,2.0,2.0,2,2.0,1,2022-05-13,,,True
229,2110,105,6029905,IS0023355M,105A-93VU,YP04,1,2022-05-11,2022-05-16,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511178,2022-05-20,2.0,2.0,2,2.0,1,2022-05-16,,,True
230,2110,105,6051386,IS0023355M,105A-93VU,YP04,1,2022-05-12,2022-05-17,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511150,2022-05-16,2.0,2.0,2,2.0,1,2022-05-17,,,True
231,2110,105,6051385,IS0023355M,105A-93VU,YP04,1,2022-05-13,2022-05-18,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511148,2022-05-17,2.0,2.0,2,2.0,1,2022-05-18,,,True
232,2110,105,6051387,IS0023355M,105A-93VU,YP04,1,2022-05-13,2022-05-18,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511152,2022-05-16,2.0,2.0,2,2.0,1,2022-05-18,,,True
233,2110,105,6042613,IS0023355M,105A-93VU,YP04,1,2022-05-13,2022-05-20,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511153,2022-05-19,2.0,2.0,2,2.0,1,2022-05-20,,,True
234,2110,105,6042614,IS0023355M,105A-93VU,YP04,1,2022-05-13,2022-05-20,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511168,2022-05-19,2.0,2.0,2,2.0,1,2022-05-20,,,True
235,2110,105,6055052,IS0023355M,105A-93VU,YP04,1,2022-05-18,2022-05-20,None,,,TCLO IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511155,2022-05-17,2.0,2.0,2,2.0,1,2022-05-20,,,True
236,2110,105,6042534,IS0023355M,105A-93VU,YP04,1,2022-05-18,2022-05-23,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511218,2022-05-23,2.0,2.0,2,2.0,1,2022-05-23,,,True
237,2110,105,6051392,IS0023355M,105A-93VU,YP04,1,2022-05-18,2022-05-24,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511202,2022-05-23,2.0,2.0,2,2.0,1,2022-05-24,,,True
238,2110,105,6051388,IS0023355M,105A-93VU,YP04,1,2022-05-19,2022-05-25,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511163,2022-05-24,2.0,2.0,2,2.0,1,2022-05-25,,,True
239,2110,105,6051391,IS0023355M,105A-93VU,YP04,1,2022-05-19,2022-05-25,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511198,2022-05-24,2.0,2.0,2,2.0,1,2022-05-25,,,True
240,2110,105,6051390,IS0023355M,105A-93VU,YP04,1,2022-05-23,2022-05-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511187,2022-05-24,2.0,2.0,2,2.0,1,2022-05-27,,,True
241,2110,105,6055055,IS0023355M,105A-93VU,YP04,1,2022-05-27,2022-05-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511188,2022-05-26,2.0,2.0,2,2.0,1,2022-05-27,,,True
242,2110,105,6055058,IS0023355M,105A-93VU,YP04,1,2022-05-27,2022-05-27,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511208,2022-05-26,2.0,2.0,2,2.0,1,2022-05-27,,,True
243,2110,105,6055054,IS0023355M,105A-93VU,YP04,1,2022-05-25,2022-05-30,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511183,2022-05-26,2.0,2.0,2,2.0,1,2022-05-30,,,True
244,2110,105,6055056,IS0023355M,105A-93VU,YP04,1,2022-05-25,2022-05-30,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511197,2022-05-30,2.0,2.0,2,2.0,1,2022-05-30,,,True
245,2110,105,6058567,IS0023355M,105A-93VU,YP04,1,2022-05-27,2022-05-31,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511174,2022-06-02,2.0,2.0,2,2.0,1,2022-05-31,,,True
246,2110,105,6055053,IS0023355M,105A-93VU,YP04,1,2022-05-27,2022-06-01,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511175,2022-06-02,2.0,2.0,2,2.0,1,2022-06-01,,,True
247,2110,105,6055057,IS0023355M,105A-93VU,YP04,1,2022-05-27,2022-06-01,None,,,TCLO ARTM IMPR CONF LIVR CCRP CAPC MMEf*,A310511199,2022-06-02,2.0,2.0,2,2.0,1,2022-06-01,,,True
248,2110,105,981484050,IS0023355M,105A-93VU,KD,1,2022-07-05,2022-07-06,X,2022-07-12,15.0,None,A310511172,,2.0,2.0,2,2.0,1,2022-07-12,,,False
249,2110,105,6058569,IS0023355M,105A-93VU,YP04,1,2022-06-02,2022-06-02,None,,,LANC IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511205,2022-06-07,2.0,2.0,2,2.0,1,2022-06-02,,,True
250,2110,105,6058570,IS0023355M,105A-93VU,YP04,1,2022-06-02,2022-06-02,None,,,LANC IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511207,2022-06-06,2.0,2.0,2,2.0,1,2022-06-02,,,True
251,2110,105,6058566,IS0023355M,105A-93VU,YP04,1,2022-05-31,2022-06-03,None,,,TCLO IMPR CONF LIVR CCRP ARCO CAPC MMEf*,A310511173,2022-06-02,2.0,2.0,2,2.0,1,2022-06-03,,,True
252,2110,105,6058568,IS0023355M,105A-93VU,YP04,1,2022-06-02,2022-06-03,None,,,LANC IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511193,2022-06-08,2.0,2.0,2,2.0,1,2022-06-03,,,True
253,2110,105,6058571,IS0023355M,105A-93VU,YP04,1,2022-06-02,2022-06-06,None,,,LANC IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511212,2022-06-08,2.0,2.0,2,2.0,1,2022-06-06,,,True
254,2110,105,6058565,IS0023355M,105A-93VU,YP04,1,2022-06-02,2022-06-07,None,,,LANC IMPR LIVR CCRP ARCO CAPC MMEf RIMP,A310511140,2022-06-08,2.0,2.0,2,2.0,1,2022-06-07,,,True
255,2110,105,6068712,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-13,None,2022-05-25,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511253,,2.0,2.0,2,2.0,1,2022-05-25,,,False
256,2110,105,6068711,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-13,None,2022-05-25,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511203,,2.0,2.0,2,2.0,1,2022-05-25,2023-01-02 06:00:00,,False
257,2110,105,6068710,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-13,None,2022-05-26,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511192,,2.0,2.0,2,2.0,1,2022-05-26,,,False
258,2110,105,6055139,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-13,None,2022-05-27,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511210,,2.0,2.0,2,2.0,1,2022-05-27,,,False
259,2110,105,6070699,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-13,None,2022-05-27,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511167,,2.0,2.0,2,2.0,1,2022-05-27,,,False
260,2110,105,6070701,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-13,None,2022-05-30,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511213,,2.0,2.0,2,2.0,1,2022-05-30,,,False
261,2110,105,6070700,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-14,None,2022-05-31,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511195,,2.0,2.0,2,2.0,1,2022-05-31,,,False
262,2110,105,6070704,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-15,None,2022-05-31,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511236,,2.0,2.0,2,2.0,1,2022-05-31,,,False
263,2110,105,6070702,IS0023355M,105A-93VU,YP04,1,2022-06-13,2022-06-16,None,2022-06-02,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511220,,2.0,2.0,2,2.0,1,2022-06-02,,,False
264,2110,105,6077128,IS0023355M,105A-93VU,YP04,1,2022-06-14,2022-06-16,None,2022-06-02,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511233,,2.0,2.0,2,2.0,1,2022-06-02,,,False
265,2110,105,6070703,IS0023355M,105A-93VU,YP04,1,2022-06-14,2022-06-17,None,2022-06-03,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511222,,2.0,2.0,2,2.0,1,2022-06-03,,,False
266,2110,105,6077125,IS0023355M,105A-93VU,YP04,1,2022-06-16,2022-06-20,None,2022-06-03,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511217,,2.0,2.0,2,2.0,1,2022-06-03,,,False
267,2110,105,6077131,IS0023355M,105A-93VU,YP04,1,2022-06-17,2022-06-21,None,2022-06-06,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511250,,2.0,2.0,2,2.0,1,2022-06-06,,,False
268,2110,105,6077129,IS0023355M,105A-93VU,YP04,1,2022-06-16,2022-06-20,None,2022-06-06,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511240,,2.0,2.0,2,2.0,1,2022-06-06,,,False
269,2110,105,6077126,IS0023355M,105A-93VU,YP04,1,2022-06-20,2022-06-22,None,2022-06-07,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511228,,2.0,2.0,2,2.0,1,2022-06-07,,,False
270,2110,105,6077130,IS0023355M,105A-93VU,YP04,1,2022-06-21,2022-06-23,None,2022-06-07,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511248,,2.0,2.0,2,2.0,1,2022-06-07,,,False
271,2110,105,981484084,IS0023355M,105A-93VU,KD,1,2022-06-23,2022-06-24,X,2022-06-07,10.0,None,A310511247,,2.0,2.0,2,2.0,1,2022-06-07,,,False
272,2110,105,6077127,IS0023355M,105A-93VU,YP04,1,2022-06-21,2022-06-23,None,2022-06-08,10.0,LANC ARTM IMPR CCRP CAPC RIMP,A310511230,,2.0,2.0,2,2.0,1,2022-06-08,,,False
273,2110,105,981648891,IS0023355M,105A-93VU,KD,1,2022-06-24,2022-06-27,X,2022-06-13,10.0,None,A310511232,,2.0,2.0,2,2.0,1,2022-06-13,,,False
274,2110,105,981241126,IS0023355M,105A-93VU,KD,1,2022-06-23,2022-06-24,X,2022-06-15,10.0,None,A310511223,,2.0,2.0,2,2.0,1,2022-06-15,,,False
275,2110,105,981484080,IS0023355M,105A-93VU,KD,1,2022-06-27,2022-06-28,X,2022-06-17,10.0,None,A310511238,,2.0,2.0,2,2.0,1,2022-06-17,,,False
276,2110,105,981484082,IS0023355M,105A-93VU,KD,1,2022-06-27,2022-06-28,X,2022-06-20,10.0,None,A310511242,,2.0,2.0,2,2.0,1,2022-06-20,,,False
277,2110,105,981234264,IS0023355M,105A-93VU,KD,1,2022-07-05,2022-07-06,X,2022-07-13,15.0,None,A310511258,,2.0,2.0,2,2.0,1,2022-07-13,,,False
278,2110,105,981484092,IS0023355M,105A-93VU,KD,1,2022-07-07,2022-07-11,X,2022-07-13,15.0,None,A310511267,,2.0,2.0,2,2.0,1,2022-07-13,,,False
279,2110,105,981234268,IS0023355M,105A-93VU,KD,1,2022-07-06,2022-07-07,X,2022-07-14,15.0,None,A310511263,,2.0,2.0,2,2.0,1,2022-07-14,,,False
280,2110,105,981484105,IS0023355M,105A-93VU,KD,1,2022-07-11,2022-07-12,X,2022-07-14,15.0,None,A310511325,,2.0,2.0,2,2.0,1,2022-07-14,,,False
281,2110,105,981234272,IS0023355M,105A-93VU,KD,1,2022-07-12,2022-07-13,X,2022-07-15,15.0,None,A310511272,,2.0,2.0,2,2.0,1,2022-07-15,,,False
282,2110,105,981234271,IS0023355M,105A-93VU,KD,1,2022-07-13,2022-07-14,X,2022-07-16,15.0,None,A310511270,,2.0,2.0,2,2.0,1,2022-07-16,,,False
283,2110,105,981234281,IS0023355M,105A-93VU,KD,1,2022-07-07,2022-07-11,X,2022-07-16,15.0,None,A310511288,,2.0,2.0,2,2.0,1,2022-07-16,,,False
284,2110,105,981484094,IS0023355M,105A-93VU,KD,1,2022-07-17,2022-07-18,X,2022-07-16,10.0,None,A310511278,,2.0,2.0,2,2.0,1,2022-07-16,,,False
285,2110,105,981234278,IS0023355M,105A-93VU,KD,1,2022-07-14,2022-07-15,X,2022-07-17,15.0,None,A310511283,,2.0,2.0,2,2.0,1,2022-07-17,,,False
286,2110,105,981241136,IS0023355M,105A-93VU,KD,1,2022-07-17,2022-07-18,X,,,None,A310511316,,2.0,2.0,2,2.0,1,2022-07-18,,,False
287,2110,105,981234277,IS0023355M,105A-93VU,KD,1,2022-07-13,2022-07-14,X,2022-07-18,15.0,None,A310511282,,2.0,2.0,2,2.0,1,2022-07-18,,,False
288,2110,105,981484093,IS0023355M,105A-93VU,KD,1,2022-07-19,2022-07-20,X,,,None,A310511275,,2.0,2.0,2,2.0,1,2022-07-20,,,False
289,2110,105,981234267,IS0023355M,105A-93VU,KD,1,2022-07-26,2022-07-27,X,2022-07-21,10.0,None,A310511262,,2.0,2.0,2,2.0,1,2022-07-21,,,False
290,2110,105,981241134,IS0023355M,105A-93VU,KD,1,2022-07-19,2022-07-20,X,2022-07-21,15.0,None,A310511295,,2.0,2.0,2,2.0,1,2022-07-21,,,False
291,2110,105,981241137,IS0023355M,105A-93VU,KD,1,2022-07-21,2022-07-22,X,2022-07-21,10.0,None,A310511327,,2.0,2.0,2,2.0,1,2022-07-21,,,False
292,2110,105,981484095,IS0023355M,105A-93VU,KD,1,2022-07-20,2022-07-21,X,,,None,A310511280,,2.0,2.0,2,2.0,1,2022-07-21,,,False
293,2110,105,981484103,IS0023355M,105A-93VU,KD,1,2022-07-22,2022-07-26,X,2022-07-22,10.0,None,A310511322,,2.0,2.0,2,2.0,1,2022-07-22,,,False
294,2110,105,981484100,IS0023355M,105A-93VU,KD,1,2022-07-18,2022-07-19,X,2022-07-26,15.0,None,A310511308,,2.0,2.0,2,2.0,1,2022-07-26,,,False
295,2110,105,981484106,IS0023355M,105A-93VU,KD,1,2022-07-21,2022-07-22,X,2022-07-28,15.0,None,A310511330,,2.0,2.0,2,2.0,1,2022-07-28,,,False
296,2110,105,981484101,IS0023355M,105A-93VU,KD,1,2022-07-26,2022-07-27,X,2022-07-29,15.0,None,A310511313,,2.0,2.0,2,2.0,1,2022-07-29,,,False
297,2110,105,981484108,IS0023355M,105A-93VU,KD,1,2022-07-28,2022-07-29,X,2022-08-15,15.0,None,A310511335,,2.0,2.0,2,2.0,1,2022-08-15,,,False
298,2110,105,981484104,IS0023355M,105A-93VU,KD,1,2022-07-29,2022-08-15,X,,,None,A310511323,,2.0,2.0,2,2.0,1,2022-08-15,,,False
299,2110,105,981484107,IS0023355M,105A-93VU,KD,1,2022-07-27,2022-07-28,X,2022-08-15,15.0,None,A310511333,,2.0,2.0,2,2.0,1,2022-08-15,,,False
300,2110,105,981484110,IS0023355M,105A-93VU,KD,1,2022-07-28,2022-07-29,X,2022-08-16,15.0,None,A310511338,,2.0,2.0,2,2.0,1,2022-08-16,,,False
301,2110,105,981484055,IS0023355M,105A-93VU,KD,1,2022-08-15,2022-08-16,X,,,None,A310511185,,2.0,2.0,2,2.0,1,2022-08-16,,,False
302,2110,105,981484102,IS0023355M,105A-93VU,KD,1,2022-08-15,2022-08-16,X,2022-08-17,15.0,None,A310511315,,2.0,2.0,2,2.0,1,2022-08-17,,,False
303,2110,105,981484097,IS0023355M,105A-93VU,KD,1,2022-08-16,2022-08-17,X,2022-08-18,15.0,None,A310511292,,2.0,2.0,2,2.0,1,2022-08-18,,,False
304,2110,105,981484111,IS0023355M,105A-93VU,KD,1,2022-08-18,2022-08-19,X,,,None,A310511339,,2.0,2.0,2,2.0,1,2022-08-19,,,False
305,2110,105,981648893,IS0023355M,105A-93VU,KD,1,2022-08-17,2022-08-18,X,2022-08-19,15.0,None,A310511342,,2.0,2.0,2,2.0,1,2022-08-19,,,False
306,2110,105,981484083,IS0023355M,105A-93VU,KD,1,2022-08-17,2022-08-18,X,2022-08-22,15.0,None,A310511243,,2.0,2.0,2,2.0,1,2022-08-22,,,False
307,2110,105,981648892,IS0023355M,105A-93VU,KD,1,2022-08-19,2022-08-22,X,,,None,A310511294,,2.0,2.0,2,2.0,1,2022-08-22,,,False
308,2110,105,981484114,IS0023355M,105A-93VU,KD,1,2022-08-22,2022-08-23,X,,,None,A310511350,,2.0,2.0,2,2.0,1,2022-08-23,,,False
309,2110,105,981484128,IS0023355M,105A-93VU,KD,1,2022-08-22,2022-08-23,X,2022-08-24,15.0,None,A310511472,,2.0,2.0,2,2.0,1,2022-08-24,,,False
310,2110,105,981234299,IS0023355M,105A-93VU,KD,1,2022-08-23,2022-08-24,X,2022-08-26,15.0,None,A310511328,,2.0,2.0,2,2.0,1,2022-08-26,,,False
311,2110,105,981234279,IS0023355M,105A-93VU,KD,1,2022-08-30,2022-08-31,X,2022-08-29,10.0,None,A310511285,,2.0,2.0,2,2.0,1,2022-08-29,,,False
312,2110,105,981234330,IS0023355M,105A-93VU,KD,1,2022-08-24,2022-08-25,X,2022-08-31,15.0,None,A310511388,,2.0,2.0,2,2.0,1,2022-08-31,,,False
313,2110,105,981234320,IS0023355M,105A-93VU,KD,1,2022-08-25,2022-08-26,X,2022-08-31,15.0,None,A310511368,,2.0,2.0,2,2.0,1,2022-08-31,,,False
314,2110,105,981234289,IS0023355M,105A-93VU,KD,1,2022-08-26,2022-08-29,X,2022-09-01,15.0,None,A310511312,,2.0,2.0,2,2.0,1,2022-09-01,,,False
315,2110,105,981234318,IS0023355M,105A-93VU,KD,1,2022-08-24,2022-08-25,X,2022-09-01,15.0,None,A310511363,,2.0,2.0,2,2.0,1,2022-09-01,,,False
316,2110,105,981234321,IS0023355M,105A-93VU,KD,1,2022-08-26,2022-08-29,X,2022-09-02,15.0,None,A310511370,,2.0,2.0,2,2.0,1,2022-09-02,,,False
317,2110,105,981234313,IS0023355M,105A-93VU,KD,1,2022-08-29,2022-08-30,X,2022-09-02,15.0,None,A310511355,,2.0,2.0,2,2.0,1,2022-09-02,,,False
318,2110,105,981241139,IS0023355M,105A-93VU,KD,1,2022-08-30,2022-08-31,X,2022-09-05,15.0,None,A310511357,,2.0,2.0,2,2.0,1,2022-09-05,,,False
319,2110,105,981234323,IS0023355M,105A-93VU,KD,1,2022-09-01,2022-09-02,X,2022-09-06,15.0,None,A310511375,,2.0,2.0,2,2.0,1,2022-09-06,,,False
320,2110,105,981234312,IS0023355M,105A-93VU,KD,1,2022-08-31,2022-09-01,X,2022-09-06,15.0,None,A310511353,,2.0,2.0,2,2.0,1,2022-09-06,,,False
321,2110,105,981234308,IS0023355M,105A-93VU,KD,1,2022-09-01,2022-09-02,X,2022-09-07,15.0,None,A310511345,,2.0,2.0,2,2.0,1,2022-09-07,,,False
322,2110,105,981484116,IS0023355M,105A-93VU,KD,1,2022-09-02,2022-09-05,X,2022-09-07,15.0,None,A310511358,,2.0,2.0,2,2.0,1,2022-09-07,,,False
323,2110,105,981484119,IS0023355M,105A-93VU,KD,1,2022-09-05,2022-09-06,X,2022-09-08,15.0,None,A310511378,,2.0,2.0,2,2.0,1,2022-09-08,,,False
324,2110,105,981234294,IS0023355M,105A-93VU,KD,1,2022-09-05,2022-09-06,X,2022-09-08,15.0,None,A310511321,,2.0,2.0,2,2.0,1,2022-09-08,,,False
325,2110,105,981484120,IS0023355M,105A-93VU,KD,1,2022-09-07,2022-09-08,X,,,None,A310511382,,2.0,2.0,2,2.0,1,2022-09-08,,,False
326,2110,105,981484118,IS0023355M,105A-93VU,KD,1,2022-09-06,2022-09-07,X,2022-09-09,15.0,None,A310511362,,2.0,2.0,2,2.0,1,2022-09-09,,,False
327,2110,105,981484124,IS0023355M,105A-93VU,KD,1,2022-09-07,2022-09-08,X,2022-09-12,15.0,None,A310511405,,2.0,2.0,2,2.0,1,2022-09-12,,,False
328,2110,105,981484121,IS0023355M,105A-93VU,KD,1,2022-09-08,2022-09-09,X,2022-09-12,15.0,None,A310511385,,2.0,2.0,2,2.0,1,2022-09-12,,,False
329,2110,105,981484122,IS0023355M,105A-93VU,KD,1,2022-09-09,2022-09-12,X,,,None,A310511387,,2.0,2.0,2,2.0,1,2022-09-12,,,False
330,2110,105,981484109,IS0023355M,105A-93VU,KD,1,2022-09-09,2022-09-12,X,2022-09-13,15.0,None,A310511337,,2.0,2.0,2,2.0,1,2022-09-13,,,False
331,2110,105,981484112,IS0023355M,105A-93VU,KD,1,2022-09-12,2022-09-13,X,2022-09-14,15.0,None,A310511340,,2.0,2.0,2,2.0,1,2022-09-14,,,False
332,2110,105,981241140,IS0023355M,105A-93VU,KD,1,2022-09-13,2022-09-14,X,2022-09-16,15.0,None,A310511372,,2.0,2.0,2,2.0,1,2022-09-16,,,False
333,2110,105,981484075,IS0023355M,105A-93VU,KD,1,2022-09-13,2022-09-14,X,2022-09-16,15.0,None,A310511227,,2.0,2.0,2,2.0,1,2022-09-16,,,False
334,2110,105,981484126,IS0023355M,105A-93VU,KD,1,2022-09-14,2022-09-15,X,2022-09-16,15.0,None,A310511412,,2.0,2.0,2,2.0,1,2022-09-16,,,False
335,2110,105,981484125,IS0023355M,105A-93VU,KD,1,2022-09-16,2022-09-19,X,,,None,A310511408,,2.0,2.0,2,2.0,1,2022-09-19,,,False
336,2110,105,981484113,IS0023355M,105A-93VU,KD,1,2022-09-16,2022-09-19,X,,,None,A310511343,,2.0,2.0,2,2.0,1,2022-09-19,,,False
337,2110,105,981484123,IS0023355M,105A-93VU,KD,1,2022-09-15,2022-09-16,X,2022-09-19,15.0,None,A310511403,,2.0,2.0,2,2.0,1,2022-09-19,,,False
338,2110,105,981484098,IS0023355M,105A-93VU,KD,1,2022-09-23,2022-09-26,X,2022-09-19,10.0,None,A310511300,,2.0,2.0,2,2.0,1,2022-09-19,,,False
339,2110,105,981484115,IS0023355M,105A-93VU,KD,1,2022-09-19,2022-09-20,X,,,None,A310511352,,2.0,2.0,2,2.0,1,2022-09-20,,,False
340,2110,105,981484117,IS0023355M,105A-93VU,KD,1,2022-09-20,2022-09-21,X,,,None,A310511360,,2.0,2.0,2,2.0,1,2022-09-21,,,False
341,2110,105,981648896,IS0023355M,105A-93VU,KD,1,2022-09-20,2022-09-21,X,,,None,A310511396,,2.0,2.0,2,2.0,1,2022-09-21,,,False
342,2110,105,981648894,IS0023355M,105A-93VU,KD,1,2022-09-21,2022-09-22,X,2022-09-23,15.0,None,A310511364,,2.0,2.0,2,2.0,1,2022-09-23,,,False
343,2110,105,981234288,IS0023355M,105A-93VU,KD,1,2022-09-28,2022-09-29,X,2022-09-23,10.0,None,A310511310,,2.0,2.0,2,2.0,1,2022-09-23,,,False
344,2110,105,981234319,IS0023355M,105A-93VU,KD,1,2022-09-22,2022-09-23,X,2022-09-26,15.0,None,A310511367,,2.0,2.0,2,2.0,1,2022-09-26,,,False
345,2110,105,981484127,IS0023355M,105A-93VU,KD,1,2022-09-22,2022-09-23,X,2022-09-26,15.0,None,A310511425,,2.0,2.0,2,2.0,1,2022-09-26,,,False
346,2110,105,981234347,IS0023355M,105A-93VU,KD,1,2022-09-26,2022-09-27,X,2022-09-28,15.0,None,A310511442,,2.0,2.0,2,2.0,1,2022-09-28,,,False
347,2110,105,981648895,IS0023355M,105A-93VU,KD,1,2022-09-26,2022-09-27,X,2022-09-29,15.0,None,A310511373,,2.0,2.0,2,2.0,1,2022-09-29,,,False
348,2110,105,981234348,IS0023355M,105A-93VU,KD,1,2022-09-28,2022-09-29,X,2022-09-30,15.0,None,A310511443,,2.0,2.0,2,2.0,1,2022-09-30,,,False
349,2110,105,981234324,IS0023355M,105A-93VU,KD,1,2022-09-27,2022-09-28,X,2022-10-03,15.0,None,A310511377,,2.0,2.0,2,2.0,1,2022-10-03,,,False
350,2110,105,981234293,IS0023355M,105A-93VU,KD,1,2022-10-11,2022-10-12,X,2022-10-05,10.0,None,A310511320,,2.0,2.0,2,2.0,1,2022-10-05,,,False
351,2110,105,981241145,IS0023355M,105A-93VU,KD,1,2022-09-30,2022-10-03,X,2022-10-05,15.0,None,A310511452,,2.0,2.0,2,2.0,1,2022-10-05,,,False
352,2110,105,981234327,IS0023355M,105A-93VU,KD,1,2022-09-29,2022-09-30,X,2022-10-05,15.0,None,A310511383,,2.0,2.0,2,2.0,1,2022-10-05,,,False
353,2110,105,981241142,IS0023355M,105A-93VU,KD,1,2022-09-30,2022-10-03,X,2022-10-06,15.0,None,A310511397,,2.0,2.0,2,2.0,1,2022-10-06,,,False
354,2110,105,981241149,IS0023355M,105A-93VU,KD,1,2022-10-03,2022-10-04,X,2022-10-06,15.0,None,A310511488,,2.0,2.0,2,2.0,1,2022-10-06,,,False
355,2110,105,981234332,IS0023355M,105A-93VU,KD,1,2022-10-04,2022-10-05,X,2022-10-11,15.0,None,A310511395,,2.0,2.0,2,2.0,1,2022-10-11,,,False
356,2110,105,981241141,IS0023355M,105A-93VU,KD,1,2022-10-04,2022-10-05,X,2022-10-11,15.0,None,A310511390,,2.0,2.0,2,2.0,1,2022-10-11,,,False
357,2110,105,981234358,IS0023355M,105A-93VU,KD,1,2022-10-06,2022-10-07,X,2022-10-12,15.0,None,A310511467,,2.0,2.0,2,2.0,1,2022-10-12,,,False
358,2110,105,981234350,IS0023355M,105A-93VU,KD,1,2022-10-05,2022-10-06,X,2022-10-12,15.0,None,A310511447,,2.0,2.0,2,2.0,1,2022-10-12,,,False
359,2110,105,981234335,IS0023355M,105A-93VU,KD,1,2022-10-07,2022-10-10,X,2022-10-13,15.0,None,A310511400,,2.0,2.0,2,2.0,1,2022-10-13,,,False
360,2110,105,981234345,IS0023355M,105A-93VU,KD,1,2022-10-06,2022-10-07,X,2022-10-13,15.0,None,A310511433,,2.0,2.0,2,2.0,1,2022-10-13,,,False
361,2110,105,981234334,IS0023355M,105A-93VU,KD,1,2022-10-11,2022-10-12,X,2022-10-14,15.0,None,A310511398,,2.0,2.0,2,2.0,1,2022-10-14,,,False
362,2110,105,981234346,IS0023355M,105A-93VU,KD,1,2022-10-10,2022-10-11,X,2022-10-14,15.0,None,A310511437,,2.0,2.0,2,2.0,1,2022-10-14,,,False
363,2110,105,981234340,IS0023355M,105A-93VU,KD,1,2022-10-12,2022-10-13,X,2022-10-19,15.0,None,A310511410,,2.0,2.0,2,2.0,1,2022-10-19,,,False
364,2110,105,981234338,IS0023355M,105A-93VU,KD,1,2022-10-13,2022-10-14,X,2022-10-19,15.0,None,A310511407,,2.0,2.0,2,2.0,1,2022-10-19,,,False
365,2110,105,981234353,IS0023355M,105A-93VU,KD,1,2022-10-13,2022-10-14,X,2022-10-21,15.0,None,A310511453,,2.0,2.0,2,2.0,1,2022-10-21,,,False
366,2110,105,981234363,IS0023355M,105A-93VU,KD,1,2022-10-17,2022-10-18,X,2022-10-24,15.0,None,A310511482,,2.0,2.0,2,2.0,1,2022-10-24,,,False
