,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,division,profit_center,work_day,smooth_family,cycle_time,workdata_id,owner,product_id,version,planning_approval_id
87,138513,2022-12-23 09:20:18.685675,2022-12-23 09:20:18.685675,Marwa,Marwa,False,,2022-12-23 09:20:18.685675,2022-12-23 09:20:18.685675,Marwa,9,105,2022-09-13,1,10.0,4107,officiel,16,,
88,138514,2022-12-23 09:20:18.699630,2022-12-23 09:20:18.699630,Marwa,Marwa,False,,2022-12-23 09:20:18.699630,2022-12-23 09:20:18.699630,Marwa,9,105,2022-09-14,1,10.0,4108,officiel,16,,
89,138515,2022-12-23 09:20:18.716653,2022-12-23 09:20:18.716653,Marwa,Marwa,False,,2022-12-23 09:20:18.716653,2022-12-23 09:20:18.716653,Marwa,9,105,2022-09-15,1,10.0,4109,officiel,16,,
90,138516,2022-12-23 09:20:18.733601,2022-12-23 09:20:18.733601,Marwa,Marwa,False,,2022-12-23 09:20:18.733601,2022-12-23 09:20:18.733601,Marwa,9,105,2022-09-16,1,10.0,4110,officiel,16,,
91,138517,2022-12-23 09:21:15.748282,2022-12-23 09:21:15.748282,Marwa,Marwa,False,,2022-12-23 09:21:15.748282,2022-12-23 09:21:15.748282,Marwa,9,105,2022-09-19,1,10.0,4111,officiel,16,,
92,138518,2022-12-23 09:21:15.765079,2022-12-23 09:21:15.765079,Marwa,Marwa,False,,2022-12-23 09:21:15.765079,2022-12-23 09:21:15.765079,Marwa,9,105,2022-09-20,1,10.0,4112,officiel,16,,
93,138519,2022-12-23 09:21:15.778093,2022-12-23 09:21:15.778093,Marwa,Marwa,False,,2022-12-23 09:21:15.778093,2022-12-23 09:21:15.778093,Marwa,9,105,2022-09-21,1,10.0,4113,officiel,16,,
94,138520,2022-12-23 09:21:15.792164,2022-12-23 09:21:15.792164,Marwa,Marwa,False,,2022-12-23 09:21:15.792164,2022-12-23 09:21:15.792164,Marwa,9,105,2022-09-22,1,10.0,4114,officiel,16,,
95,138521,2022-12-23 09:21:15.802157,2022-12-23 09:21:15.802157,Marwa,Marwa,False,,2022-12-23 09:21:15.802157,2022-12-23 09:21:15.802157,Marwa,9,105,2022-09-23,1,10.0,4115,officiel,16,,
96,138522,2022-12-23 09:21:55.318466,2022-12-23 09:21:55.318466,Marwa,Marwa,False,,2022-12-23 09:21:55.318466,2022-12-23 09:21:55.318466,Marwa,9,105,2022-09-26,1,10.0,4116,officiel,16,,
97,138523,2022-12-23 09:21:55.348352,2022-12-23 09:21:55.348352,Marwa,Marwa,False,,2022-12-23 09:21:55.348352,2022-12-23 09:21:55.348352,Marwa,9,105,2022-09-27,1,10.0,4117,officiel,16,,
98,138524,2022-12-23 09:21:55.378267,2022-12-23 09:21:55.378267,Marwa,Marwa,False,,2022-12-23 09:21:55.378267,2022-12-23 09:21:55.378267,Marwa,9,105,2022-09-28,1,10.0,4118,officiel,16,,
99,138525,2022-12-23 09:21:55.408481,2022-12-23 09:21:55.408481,Marwa,Marwa,False,,2022-12-23 09:21:55.408481,2022-12-23 09:21:55.408481,Marwa,9,105,2022-09-29,1,10.0,4119,officiel,16,,
100,138526,2022-12-23 09:21:55.438200,2022-12-23 09:21:55.438200,Marwa,Marwa,False,,2022-12-23 09:21:55.438200,2022-12-23 09:21:55.438200,Marwa,9,105,2022-09-30,1,10.0,4120,officiel,16,,
